candidate_id,rank,score,reasoning
CAND_0051630,11,13.653922754793742,"Has 6.0 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Machine Learning Engineer at Razorpay. Shows active GitHub engagement (activity score 66). One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0062247,12,13.575023115101628,"Has 7.3 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as AI Engineer at Google. Shows active GitHub engagement (activity score 53). One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0077337,13,13.446833314067938,"Has 7.0 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Staff Machine Learning Engineer at Paytm. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0070485,14,13.377801803193242,"Has 6.4 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Search Engineer at Saarthi.ai. Has 4 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 120 days, above the JD's stated sub-30-day preference."
CAND_0008425,15,13.344773335923751,"Has 7.8 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Senior NLP Engineer at Ola. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0086022,16,13.258241127797001,"Has 5.3 years of experience. Currently working as Senior Applied Scientist at Sarvam AI. Has 5 third-party-verified skill assessments, not just self-claimed proficiency."
CAND_0075249,17,13.220826108322955,"Has 6.2 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Applied ML Engineer at Zomato. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 45 days, above the JD's stated sub-30-day preference."
CAND_0044222,18,13.151330648253044,"Has 7.7 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as AI Engineer at PolicyBazaar. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0066376,19,13.130245969710431,"Has 5.7 years of experience. Currently working as Applied ML Engineer at Dream11. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0070398,20,13.074924622396248,"Has 7.2 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Machine Learning Engineer at Genpact AI. Has 4 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0041611,21,13.066101015910284,"Has 6.4 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Staff Machine Learning Engineer at Locobuzz. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0044855,22,12.928704096861525,"Has 6.6 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Senior Data Scientist at Flipkart. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 60 days, above the JD's stated sub-30-day preference."
CAND_0007009,23,12.87562329885403,"Has 7.9 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Recommendation Systems Engineer at Wysa. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0043228,24,12.831247266698163,"Has 6.8 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Applied ML Engineer at Zoho. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: location is outside the JD's preferred/welcomed cities."
CAND_0092278,25,12.818853656627548,"Has 6.8 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Senior NLP Engineer at Microsoft. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0046525,26,12.81041554611185,"Has 6.1 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Senior Machine Learning Engineer at Genpact AI. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 60 days, above the JD's stated sub-30-day preference."
CAND_0016163,27,12.763466011400732,"Has 6.7 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Applied ML Engineer at Dream11. Has 4 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 120 days, above the JD's stated sub-30-day preference."
CAND_0005649,28,12.701152959757762,"Has 7.4 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Senior Data Scientist at Sarvam AI. Shows active GitHub engagement (activity score 81). One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0053695,29,12.571574984557095,Has 5.8 years of experience. Currently working as Recommendation Systems Engineer at Meesho. Shows active GitHub engagement (activity score 68). One honest concern: claims several high-proficiency skills with no verified assessment backing them.
CAND_0076251,30,12.466283819560159,"Has 7.6 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Search Engineer at Haptik. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 60 days, above the JD's stated sub-30-day preference."
CAND_0044883,31,12.435309322204855,"Has 6.3 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as AI Engineer at Mad Street Den. Shows active GitHub engagement (activity score 70). One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0058575,32,12.416623275109831,Has 5.8 years of experience. Currently working as AI Engineer at Krutrim. One honest concern: claims several high-proficiency skills with no verified assessment backing them.
CAND_0060054,33,12.396186249831853,"Has 6.4 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as AI Engineer at Mad Street Den. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0010685,34,12.39099062033412,"Has 6.7 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as NLP Engineer at Rephrase.ai. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0036184,35,12.29554823351521,"Has 6.0 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Recommendation Systems Engineer at CRED. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: location is outside the JD's preferred/welcomed cities."
CAND_0081686,36,12.196930006007053,"Has 6.0 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Search Engineer at Netflix. Has 4 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 60 days, above the JD's stated sub-30-day preference."
CAND_0039383,37,12.139874360302294,"Has 7.1 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Applied ML Engineer at Meesho. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 90 days, above the JD's stated sub-30-day preference."
CAND_0028793,38,12.097391485688494,"Has 7.2 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Search Engineer at Google. Has 3 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0018499,39,12.091496842762426,"Has 7.2 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Senior Machine Learning Engineer at Zomato. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0071974,40,11.967453293412005,"Has 7.8 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Senior AI Engineer at Netflix. Has 4 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0027691,41,11.901544789115313,"Has 6.5 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as NLP Engineer at Haptik. Has 5 third-party-verified skill assessments, not just self-claimed proficiency."
CAND_0033861,42,11.793485781934482,"Has 8.0 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Senior NLP Engineer at Mad Street Den. Has 3 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0011687,43,11.692529678829178,"Has 7.8 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Senior NLP Engineer at Niramai. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0029367,44,11.475178507415444,"Has 5.7 years of experience. Currently working as Senior Data Scientist at Rephrase.ai. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 90 days, above the JD's stated sub-30-day preference."
CAND_0094759,45,11.327289900961231,"Has 8.6 years of experience. Currently working as Lead AI Engineer at Meta. Has 4 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0083307,46,11.061595481705378,"Has 7.8 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Search Engineer at CRED. Shows active GitHub engagement (activity score 69). One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0079387,47,11.043296844072332,"Has 6.9 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as AI Engineer at Microsoft. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: location is outside the JD's preferred/welcomed cities."
CAND_0005260,48,10.993154120267205,"Has 5.2 years of experience. Currently working as Senior NLP Engineer at Netflix. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0079064,49,10.987995901315694,"Has 5.2 years of experience. Currently working as Senior Data Scientist at Niramai. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0096172,50,10.974611590148408,Has 5.2 years of experience. Currently working as NLP Engineer at Krutrim. Shows active GitHub engagement (activity score 65). One honest concern: claims several high-proficiency skills with no verified assessment backing them.
CAND_0055905,51,10.949090478804823,"Included as a marginal match: Has 8.1 years of experience. Currently working as Senior Machine Learning Engineer at Flipkart. Has 4 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: location is outside the JD's preferred/welcomed cities."
CAND_0088025,52,10.890321349195888,"Included as a marginal match: Has 8.6 years of experience. Currently working as Staff Machine Learning Engineer at Yellow.ai. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0007411,53,10.849109184779508,"Included as a marginal match: Has 8.0 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Senior Machine Learning Engineer at Amazon. Has 5 third-party-verified skill assessments, not just self-claimed proficiency."
CAND_0093912,54,10.724661785273582,"Included as a marginal match: Has 5.3 years of experience. Currently working as Senior Data Scientist at Razorpay. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0030953,55,10.62881899061108,"Included as a marginal match: Has 7.8 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Search Engineer at Nykaa. Has 4 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 45 days, above the JD's stated sub-30-day preference."
CAND_0020877,56,10.56783921119454,"Included as a marginal match: Has 5.1 years of experience. Currently working as Applied ML Engineer at CRED. Has 4 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0051292,57,10.329395022737009,Included as a marginal match: Has 5.2 years of experience. Currently working as Applied ML Engineer at Freshworks. Shows active GitHub engagement (activity score 62). One honest concern: claims several high-proficiency skills with no verified assessment backing them.
CAND_0046064,58,10.299906823822143,"Included as a marginal match: Has 8.9 years of experience. Currently working as Senior NLP Engineer at Salesforce. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0080766,59,9.977699801473202,"Included as a marginal match: Has 8.8 years of experience. Currently working as Staff Machine Learning Engineer at Salesforce. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0030348,60,6.421118045293123,"Included as a marginal match: Has 4.5 years of experience. Currently working as Machine Learning Engineer at BYJU'S. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0040887,61,5.219412934104317,"Included as a marginal match: Has 4.7 years of experience. Currently working as Machine Learning Engineer at Netflix. Has 3 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: location is outside the JD's preferred/welcomed cities."
CAND_0026532,62,5.085716372800101,"Included as a marginal match: Has 4.8 years of experience. Currently working as Recommendation Systems Engineer at Zomato. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 90 days, above the JD's stated sub-30-day preference."
CAND_0054123,63,5.001872479035159,"Included as a marginal match: Has 4.7 years of experience. Currently working as Applied ML Engineer at Meta. Has 3 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0081053,64,4.927097192270982,"Included as a marginal match: Has 5.4 years of experience. Currently working as NLP Engineer at Glance. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0066035,65,4.548811009084931,"Included as a marginal match: Has 6.7 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Data Scientist at Razorpay. Has 3 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 45 days, above the JD's stated sub-30-day preference."
CAND_0015578,66,4.544007352503946,"Included as a marginal match: Has 5.4 years of experience. Currently working as AI Engineer at Zoho. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0078492,67,4.5122722898261935,"Included as a marginal match: Has 5.1 years of experience. Currently working as Recommendation Systems Engineer at Verloop.io. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0053591,68,4.42745670767074,"Included as a marginal match: Has 5.3 years of experience. Currently working as AI Engineer at Ola. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0020708,69,4.418361951697346,"Included as a marginal match: Has 4.2 years of experience. Currently working as Search Engineer at PolicyBazaar. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0008978,70,4.3792589650738165,"Included as a marginal match: Has 6.7 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Junior ML Engineer at Tech Mahindra. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 90 days, above the JD's stated sub-30-day preference."
CAND_0003977,71,4.344226781525394,"Included as a marginal match: Has 4.6 years of experience. Currently working as Recommendation Systems Engineer at Google. Has 3 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 45 days, above the JD's stated sub-30-day preference."
CAND_0078002,72,4.3369863093835095,"Included as a marginal match: Has 6.3 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Machine Learning Engineer at Meta. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0050707,73,4.279772036829283,"Included as a marginal match: Has 5.3 years of experience. Currently working as AI Specialist at Paytm. Has 3 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 60 days, above the JD's stated sub-30-day preference."
CAND_0009024,74,4.247767269113665,"Included as a marginal match: Has 5.2 years of experience. Currently working as Search Engineer at Google. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: location is outside the JD's preferred/welcomed cities."
CAND_0074735,75,4.188197962362637,"Included as a marginal match: Has 5.5 years of experience. Currently working as Applied ML Engineer at Rephrase.ai. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0075574,76,4.156535748602118,"Included as a marginal match: Has 5.7 years of experience. Currently working as Machine Learning Engineer at Haptik. Has 4 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 60 days, above the JD's stated sub-30-day preference."
CAND_0003557,77,4.146214163808857,"Included as a marginal match: Has 6.8 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as ML Engineer at Krutrim. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0028527,78,4.050149798449314,"Included as a marginal match: Has 5.4 years of experience. Currently working as AI Specialist at Tech Mahindra. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0010257,79,4.0305082720642815,"Included as a marginal match: Has 6.5 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Senior Data Scientist at Google. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 120 days, above the JD's stated sub-30-day preference."
CAND_0052328,80,4.03006435703573,"Included as a marginal match: Has 6.5 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Recommendation Systems Engineer at Amazon. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0006418,81,3.951606110439309,"Included as a marginal match: Has 5.7 years of experience. Currently working as Machine Learning Engineer at Verloop.io. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0045141,82,3.94451025305321,"Included as a marginal match: Has 5.3 years of experience. Currently working as Data Scientist at HCL. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0058688,83,3.924029441367214,"Included as a marginal match: Has 6.7 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as AI Engineer at Vedantu. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0009691,84,3.92309956432842,"Included as a marginal match: Has 6.2 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Applied ML Engineer at LinkedIn. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 120 days, above the JD's stated sub-30-day preference."
CAND_0042029,85,3.8934566073957786,"Included as a marginal match: Has 6.5 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Senior Data Scientist at Flipkart. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 45 days, above the JD's stated sub-30-day preference."
CAND_0065195,86,3.89213781728656,"Included as a marginal match: Has 5.1 years of experience. Currently working as Search Engineer at CRED. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0095528,87,3.881497033497893,"Included as a marginal match: Has 5.3 years of experience. Currently working as Senior Data Scientist at Netflix. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 45 days, above the JD's stated sub-30-day preference."
CAND_0091909,88,3.8730019063563237,"Included as a marginal match: Has 6.9 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Machine Learning Engineer at Rephrase.ai. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0089552,89,3.8385613187873577,"Included as a marginal match: Has 6.0 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Machine Learning Engineer at Netflix. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 120 days, above the JD's stated sub-30-day preference."
CAND_0031593,90,3.835487820601568,"Included as a marginal match: Has 7.8 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Search Engineer at Genpact AI. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0068985,91,3.814628926679993,"Included as a marginal match: Has 5.2 years of experience. Currently working as Senior Software Engineer (ML) at Locobuzz. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0061175,92,3.808287086732896,"Included as a marginal match: Has 6.7 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as AI Research Engineer at Haptik. Has 4 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 120 days, above the JD's stated sub-30-day preference."
CAND_0041610,93,3.736471329196264,"Included as a marginal match: Has 6.7 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Recommendation Systems Engineer at Zoho. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0013613,94,3.7161126816793892,"Included as a marginal match: Has 4.7 years of experience. Currently working as Machine Learning Engineer at Adobe. Has 4 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 60 days, above the JD's stated sub-30-day preference."
CAND_0074486,95,3.6923867920237554,"Included as a marginal match: Has 5.5 years of experience. Currently working as Computer Vision Engineer at Nykaa. Has 1 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0064130,96,3.687588085681205,"Included as a marginal match: Has 6.7 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as AI Research Engineer at Unacademy. Has 4 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 45 days, above the JD's stated sub-30-day preference."
CAND_0063097,97,3.660742898531488,"Included as a marginal match: Has 6.5 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Senior Software Engineer (ML) at Genpact AI. Has 4 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 120 days, above the JD's stated sub-30-day preference."
CAND_0000273,98,3.6367059963156354,"Included as a marginal match: Has 5.8 years of experience. Currently working as ML Engineer at BYJU'S. Has 5 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: notice period is 60 days, above the JD's stated sub-30-day preference."
CAND_0052682,99,3.627475410937404,"Included as a marginal match: Has 6.6 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as NLP Engineer at Aganitha. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
CAND_0057529,100,3.626971122489996,"Included as a marginal match: Has 6.9 years of experience, squarely in the JD's ideal 6-8 year range. Currently working as Junior ML Engineer at Glance. Has 2 third-party-verified skill assessments, not just self-claimed proficiency. One honest concern: claims several high-proficiency skills with no verified assessment backing them."
